Caller Statement,Urgency Level
"A woman hear a massive assault at the subway, quickly in the middle of the night!",medium
"An old man found a uncontrolled crash on the tunnel, urgently and people are panicking!",critical
"There’s a hurt and chaotic gas leak on the store, violently with no one helping!",low
"There’s a unconscious and rapid power outage at the alley, loudly with no one helping!",life-threatening
"A woman found a loud power outage in the store, frantically and it’s getting worse!",immediate
"A driver see a strange shooting at the highway, dangerously that’s blocking traffic!",immediate
"A police officer see a severe scream at the hospital, unexpectedly right now!",immediate
"There’s a suffocating and rapid earthquake in the highway, unexpectedly right now!",low
"A group of people hear a horrible crash in the school, urgently in the middle of the night!",low
"There’s a suffocating and strange roadblock in the apartment, unexpectedly right now!",high
"There’s a hurt and sudden fight at the construction site, suddenly right now!",high
"A woman see a horrible drowning on the store, frantically that’s blocking traffic!",emergency
"A driver hear a massive vandalism in the subway, urgently causing a huge mess!",emergency
"There’s a unstable and chaotic roadblock in the highway, rapidly and it’s getting worse!",emergency
"A stranger hear a massive explosion on the stadium, frantically with no one helping!",high
"There’s a malfunctioning and horrible scream at the beach, dangerously and people are panicking!",medium
"There’s a freezing and massive crash at the store, unexpectedly near my house!",critical
"A cyclist found a terrifying fight in the shopping mall, frantically in the middle of the night!",immediate
"There’s a lost and unexpected assault at the alley, rapidly near my house!",medium
"A stranger found a terrifying landslide at the parking lot, quickly near my house!",high
"There’s a abandoned and horrible flood at the tunnel, dangerously and it’s getting worse!",medium
"I found a intense leak on the shopping mall, suddenly and it’s getting worse!",medium
"There’s a lost and sudden explosion in the tunnel, unexpectedly in the middle of the night!",low
"There’s a trapped and loud gas leak on the beach, quickly near my house!",alert
"There’s a suffocating and massive riot in the parking lot, loudly right now!",medium
"There’s a collapsing and loud flood at the shopping mall, unexpectedly and people are panicking!",low
"A stranger see a sudden explosion in the factory, urgently and it’s getting worse!",high
"A dog hear a unexpected flood at the store, suddenly that’s blocking traffic!",high
"A woman found a sudden gas leak on the hospital, urgently in the middle of the night!",medium
"A cyclist found a massive fire at the highway, loudly and it’s getting worse!",medium
"There’s a unconscious and uncontrolled landslide in the beach, quickly causing a huge mess!",immediate
"A group of people hear a dangerous flood at the parking lot, violently and people are panicking!",high
"A driver found a horrible scream on the factory, dangerously and it’s getting worse!",medium
"There’s a freezing and dangerous assault in the construction site, urgently with no one helping!",medium
"A kid hear a severe explosion in the apartment, urgently causing a huge mess!",high
"There’s a suffocating and loud power outage in the bridge, frantically in the middle of the night!",medium
"A stranger found a uncontrolled vandalism in the office building, loudly causing a huge mess!",immediate
"There’s a hurt and sudden assault at the highway, unexpectedly and it’s getting worse!",critical
"There’s a freezing and loud roadblock in the office building, rapidly and it’s getting worse!",high
"There’s a trapped and severe power outage in the apartment, violently causing a huge mess!",medium
"There’s a suffocating and terrifying flood at the school, frantically near my house!",immediate
"There’s a malfunctioning and massive robbery in the hospital, dangerously near my house!",life-threatening
"A woman hear a unexpected robbery on the street, rapidly causing a huge mess!",low
"A stranger found a dangerous leak at the park, loudly near my house!",medium
"There’s a drowning and loud landslide in the construction site, quickly causing a huge mess!",severe
"A shopkeeper found a sudden flood at the parking lot, urgently and people are panicking!",high
"My neighbor see a terrifying scream on the stadium, frantically in the middle of the night!",medium
"There’s a malfunctioning and chaotic explosion in the factory, suddenly in the middle of the night!",medium
"A cyclist see a loud robbery at the beach, rapidly with no one helping!",emergency
"There’s a burning and severe landslide in the school, frantically in the middle of the night!",medium
"There’s a bleeding and severe flood at the highway, suddenly causing a huge mess!",medium
"A passenger hear a sudden explosion on the parking lot, loudly in the middle of the night!",high
"There’s a abandoned and loud flood in the office building, unexpectedly right now!",low
"There’s a stuck and terrifying drowning at the apartment, frantically right now!",low
"There’s a freezing and chaotic shooting on the highway, suddenly with no one helping!",low
"A passenger hear a terrifying explosion on the bridge, frantically in the middle of the night!",low
"A passenger found a strange gas leak in the factory, unexpectedly in the middle of the night!",high
"A group of people hear a horrible robbery on the construction site, suddenly that’s blocking traffic!",low
